City ID,City,Country,Lat,Lng,Max Temp,Humidty,Cloudiness,Wind Speed,Current Description
697,Lipin Bor,RU,60.2622,37.9763,29.8,81,5,7.38,clear sky
698,Prince Rupert,CA,54.3161,-130.3201,69.8,23,1,11.5,clear sky
699,Khawhai,IN,23.3667,93.1167,59.25,83,0,1.97,clear sky
700,Fukue,JP,32.6881,128.8419,60.8,48,0,12.66,clear sky
701,Sept-Iles,CA,50.2001,-66.3821,39.99,81,75,2.3,broken clouds
702,Gat,IL,31.61,34.7642,79.0,34,97,5.01,overcast clouds
703,Bataipora,BR,-22.2953,-53.2711,69.51,64,0,4.16,clear sky
704,Revda,RU,56.801,59.9303,15.8,79,0,2.24,clear sky
705,Drexel Heights,US,32.1412,-111.0284,75.2,12,40,10.36,scattered clouds
706,Matongo,TZ,-2.3833,34.0833,62.31,93,99,4.9,overcast clouds
707,Natal,BR,-5.795,-35.2094,77.0,88,40,3.44,scattered clouds
708,Conakry,GN,9.538,-13.6773,80.01,79,22,6.64,few clouds
709,Baherden,TM,38.4362,57.4316,70.29,27,100,3.4,overcast clouds
710,Frontera,MX,26.9333,-101.45,64.54,35,0,12.64,clear sky
711,Pauini,BR,-7.7136,-66.9764,72.57,95,99,1.34,overcast clouds
712,Puerto Madryn,AR,-42.7692,-65.0385,67.77,54,55,13.51,broken clouds
713,Krivosheino,RU,57.3431,83.9261,11.48,88,100,20.69,light snow
714,Chardara,KZ,41.2547,67.9692,61.7,53,100,8.21,overcast clouds
715,Cedar City,US,37.6775,-113.0619,60.8,12,1,13.8,clear sky
716,Cururupu,BR,-1.8283,-44.8683,74.55,97,100,3.02,overcast clouds
717,Azare,NG,11.6765,10.1948,80.92,12,90,5.23,overcast clouds
